TC,LOC,SC,E
org.apache.commons.collections4.TransformerUtilsTest#testNopTransformer,8,9,218.533081
org.apache.commons.collections4.map.MultiValueMapTest#testPutAll_Map1,17,19,201.637634
org.apache.commons.collections4.properties.EmptyPropertiesTest#testPropertyName,3,0,210.388138
org.apache.commons.collections4.list.GrowthListTest#testListAddByIndexBoundsChecking,7,2,217.605225
org.apache.commons.collections4.CollectionUtilsTest#testMatchesAll,10,6,212.911499
org.apache.commons.collections4.CollectionUtilsTest#getCardinalityMap,14,20,221.528427
org.apache.commons.collections4.list.CursorableLinkedListTest#testListIteratorNavigation,82,128,226.515045
org.apache.commons.collections4.ListUtilsTest#testIntersectNonEmptyWithEmptyList,4,3,222.42276
org.apache.commons.collections4.MapUtilsTest#testVerbosePrintNullKeyToMap1,14,4,206.654556
org.apache.commons.collections4.IteratorUtilsTest#testEmptyOrderedIterator,14,11,197.439377
org.apache.commons.collections4.map.CompositeMapTest#testPut,18,2,210.900787
org.apache.commons.collections4.properties.AbstractPropertiesFactoryTest#testInstance,3,1,207.899414
org.apache.commons.collections4.MapUtilsTest#testPredicatedMap,6,1,205.754181
org.apache.commons.collections4.map.DefaultedMapTest#testMapGet3,15,19,210.962692
org.apache.commons.collections4.properties.EmptyPropertiesTest#testGetPropertyDefault,3,0,213.530716
org.apache.commons.collections4.MultiMapUtilsTest#testTypeSafeEmptyMultiValuedMap,5,1,202.77002
org.apache.commons.collections4.PredicateUtilsTest#testAnyPredicateEx6,6,1,206.870575
org.apache.commons.collections4.ComparatorUtilsTest#booleanComparator,10,13,226.518997
org.apache.commons.collections4.MapUtilsTest#testSize0,3,3,218.570297
org.apache.commons.collections4.CollectionUtilsTest#getFromLinkedHashMap,11,2,211.467575
org.apache.commons.collections4.PredicateUtilsTest#testOrPredicateEx,3,1,222.65509
org.apache.commons.collections4.bloomfilter.SetOperationsTest#testCosineDistance,33,2,218.289291
org.apache.commons.collections4.map.Flat3MapTest#testRemove6,12,7,221.438004
org.apache.commons.collections4.AbstractObjectTest#testObjectHashCodeEqualsSelfHashCode,4,0,199.059769
org.apache.commons.collections4.CollectionUtilsTest#testRemoveRangeNull,4,1,212.959747
org.apache.commons.collections4.multimap.TransformedMultiValuedMapTest#testKeyTransformedMap,17,16,227.664444
org.apache.commons.collections4.map.MultiValueMapTest#testMultipleValues,7,1,217.933594
org.apache.commons.collections4.set.MapBackedSet2Test#testOrdering,25,0,217.696014
org.apache.commons.collections4.FluentIterableTest#contains,6,9,223.06488
org.apache.commons.collections4.CollectionUtilsTest#testRemoveCountWithNull,4,1,229.718887
org.apache.commons.collections4.queue.CircularFifoQueueTest#testRemoveError6,13,5,223.884033
org.apache.commons.collections4.properties.EmptyPropertiesTest#testRemove,3,0,223.34462
org.apache.commons.collections4.list.CursorableLinkedListTest#testInternalState_CursorNextNextPreviousRemoveIndex1ByList,19,20,217.361099
org.apache.commons.collections4.CollectionUtilsTest#testRetainAllNullSubColl,5,1,219.969711
org.apache.commons.collections4.CollectionUtilsTest#testTransformingCollectionNullTransformer,4,1,219.692581
org.apache.commons.collections4.TransformerUtilsTest#testSwitchMapTransformer,18,8,224.559692
org.apache.commons.collections4.list.GrowthListTest#testListAddByIndexBoundsChecking2,5,1,217.007278
org.apache.commons.collections4.map.MultiValueMapTest#testMapEquals,8,4,212.514374
org.apache.commons.collections4.map.MultiKeyMapTest#testNullHandling,13,11,201.085236
org.apache.commons.collections4.map.AbstractMapTest#testEntrySetContains1,6,0,219.115753
org.apache.commons.collections4.multimap.ArrayListValuedHashMapTest#testListValuedMapEqualsHashCodeContract,16,4,212.119965
org.apache.commons.collections4.bidimap.AbstractOrderedBidiMapTest#testPreviousKey,34,0,209.920151
org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorTest#testFullMapIterator,37,0,192.246063
