TC,LOC,SC,E,P,T,E/SC,P/SC,T/SC,E/(SC/Loc),P/(SC/Loc),T/(SC/Loc),AR,ET,MG,ST,UT,RA,DepT,MNT,CTL,EmT,GF,IgT,SE,VT,DT,RO,DA,EH,CI,RP,LT
org.apache.commons.imaging.color.ColorHunterLabTest#testBAssignment,3,2,197.214737,11.783595,16.596183,98.6073685,5.8917975,8.2980915,295.8221055,17.6753925,24.8942745,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.imaging.formats.tiff.TiffRasterDataIntTest#testGetWidth,3,1,193.963669,11.777028,16.469662,193.963669,11.777028,16.469662,581.8910070000001,35.331084000000004,49.408986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.imaging.formats.psd.dataparsers.DataParserCmykTest#testGetBasicChannelsCount,4,2,186.277832,11.784074,15.761472,93.138916,5.892037,7.880736,372.555664,23.568148,31.522944,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.imaging.TestImageInfo#testToStringErrorWhenFormatIsNull,4,5,188.223083,11.783796,16.080482,37.6446166,2.3567592,3.2160964,150.5784664,9.4270368,12.8643856,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
org.apache.commons.imaging.formats.tiff.photometricinterpreters.PhotometricInterpreterLogLuvTest#testConstructor,9,6,195.111191,11.7772,16.566857,32.518531833333334,1.9628666666666668,2.761142833333333,292.6667865,17.6658,24.8502855,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.imaging.color.ColorCieLabTest#testLAssignment,3,2,192.951477,11.774602,16.395683,96.4757385,5.887301,8.1978415,289.42721550000005,17.661903000000002,24.593524499999997,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.imaging.color.ColorHsvTest#testVAssignment,3,2,185.539612,11.829651,15.779443,92.769806,5.9148255,7.8897215,278.30941800000005,17.7444765,23.6691645,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.imaging.formats.tiff.photometricinterpreters.floatingpoint.PhotometricInterpreterFloatTest#testMapValueToARGB,13,6,199.974091,11.882504,16.877387,33.329015166666665,1.9804173333333335,2.812897833333333,433.2771971666666,25.745425333333333,36.56767183333333,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.imaging.color.ColorHunterLabTest#testLAssignment,3,2,192.178787,11.759197,16.351963,96.0893935,5.8795985,8.1759815,288.2681805,17.6387955,24.527944500000004,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.imaging.color.ColorHslTest#testSAssignment,3,2,191.410599,11.779112,16.250002,95.7052995,5.889556,8.125001,287.1158985,17.668668,24.375003,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
